weight,item_price,shipment_method_id,seller_id,quantity,b2c_c2c,declared_handling_days,zip_distance,category_id
2.721552,15.95,0,136.0,1,0,1,392.03,14
36.28736,19.99,2,503479.0,1,1,3,2556.49,4
0.0,60.0,1,319102.0,1,1,3,2145.82,0
1.360776,4.5,0,640725.0,1,1,3,1901.9,0
0.907184,4.5,0,300351.0,1,1,1,2392.19,2
4.989512,18.5,5,4785.0,1,0,1,698.53,13
18.14368,167.5,2,5920144.0,1,1,3,1482.93,11
14.514944,115.0,7,2945547.0,1,1,3,1420.84,4
7.257472,5.99,0,358200.0,1,1,1,323.9,20
0.453592,20.0,8,290354.0,1,1,3,1123.61,23
0.0,5.99,0,150548.0,1,1,1,775.69,8
10.886208,7.0,1,149785.0,1,1,2,584.77,0
1.814368,34.99,0,202048.0,1,1,1,1248.68,3
2.721552,4.5,0,30845.0,1,0,1,943.44,0
4.082328,4.36,3,8442.0,1,0,1,1192.4,14
36.28736,41.0,0,2371548.0,1,1,3,1577.2,4
7.257472,35.0,1,1361263.0,1,1,3,2330.16,4
0.0,9.65,0,188742.0,1,0,5,875.2,3
1.360776,60.0,0,15063.0,1,0,2,2459.45,2
14.514944,45.0,2,131780.0,1,0,2,1711.62,6
14.514944,12.0,1,2005.0,1,0,1,664.6,0
14.514944,20.0,1,42453.0,1,0,1,943.27,0
0.0,32.0,8,374235.0,1,1,3,2376.77,4
1.814368,9.99,0,322466.0,1,1,2,455.54,6
0.0,10.67,0,12042.0,1,0,1,920.02,13
29.029888,8.0,1,92223.0,1,1,1,103.13,3
0.0,29.99,1,44826.0,1,0,1,1281.63,8
0.0,7.29,0,5088.0,1,0,1,729.51,16
9.07184,60.0,1,18832.0,1,0,2,1122.42,3
3.628736,36.0,0,176435.0,1,0,2,1896.3,0
0.0,4.0,2,427245.0,1,1,0,1962.89,0
0.0,4.88,3,7533.0,1,0,4,2437.22,18
0.453592,20.0,0,90806.0,1,0,1,21.56,1
1.814368,19.99,0,80294.0,1,1,1,874.75,20
1.360776,9.8,0,44815.0,1,0,1,555.64,0
3.628736,5.0,0,1563524.0,1,1,2,412.55,7
0.0,11.61,1,169994.0,1,1,1,1770.02,4
14.514944,12.0,5,8460.0,1,0,1,1927.0,0
0.0,9.99,0,549973.0,1,1,2,237.47,7
0.0,10.18,2,1843257.0,1,1,2,222.72,6
0.907184,5.0,0,181464.0,1,1,5,2042.32,3
1.360776,2.25,0,42684.0,1,0,1,1585.75,4
1.360776,5.0,0,683977.0,1,1,2,950.34,2
36.28736,95.4,4,436381.0,1,0,3,218.15,1
21.772416,48.0,3,115458.0,1,0,1,1034.76,14
16.329312,737.89,1,1779762.0,1,1,3,1663.91,21
0.0,63.78,0,126595.0,1,0,3,2116.54,7
1.360776,37.0,0,1952095.0,1,1,3,15.97,3
0.907184,5.56,0,614003.0,1,1,2,178.76,7
6.80388,60.0,1,648632.0,1,0,3,914.0,3
0.0,24.99,1,216812.0,1,0,5,1080.18,26
1.360776,299.95,0,302927.0,1,0,1,1742.02,8
7.257472,259.0,1,533963.0,1,1,2,1859.85,20
22.6796,5.0,2,4846.0,1,0,2,950.55,4
14.514944,34.95,10,5778.0,1,0,1,908.12,16
0.0,59.99,1,8227.0,1,0,1,2048.13,0
0.0,26.0,2,2549529.0,1,1,1,2130.19,0
0.0,1246.0,0,356241.0,1,0,3,1893.38,4
4.53592,4.99,0,177250.0,1,1,1,977.58,0
4.53592,14.99,0,21546.0,1,0,2,286.8,0
6.80388,13.99,0,97171.0,1,1,1,323.71,7
14.514944,3.25,1,41204.0,1,1,2,2425.0,0
0.0,44.99,1,475665.0,1,1,2,2378.22,20
4.53592,15.0,0,1476749.0,1,1,2,732.14,0
4.082328,12.5,0,63329.0,1,0,1,1568.3,0
0.0,18.27,1,1328914.0,1,1,3,20.38,4
43.544832,60.0,1,411606.0,1,1,3,1029.8,10
1.360776,16.9,0,1700821.0,1,1,3,1178.5,24
14.514944,4.99,1,166695.0,1,1,2,661.51,3
0.0,104.5,1,613391.0,1,1,2,817.89,3
14.514944,29.32,1,4423.0,1,0,1,972.52,1
7.257472,21.7,1,2420606.0,1,1,1,447.1,1
1.814368,16.01,0,196639.0,1,0,2,343.29,6
14.514944,12.66,1,1190954.0,1,1,3,1597.39,4
21.772416,75.0,1,100858.0,1,0,2,795.69,3
14.514944,26.0,1,2375233.0,1,1,3,1246.2,11
14.514944,18.15,1,2315209.0,1,1,3,851.9,4
0.0,1.49,0,138617.0,1,1,2,866.96,4
7.257472,10.0,1,366637.0,1,1,2,513.04,15
14.514944,76.08,1,32732.0,1,0,3,1656.4,3
0.907184,4.99,0,588345.0,1,1,2,660.63,8
14.514944,4.5,1,199301.0,1,1,2,913.08,0
14.514944,40.0,1,307220.0,1,0,1,976.16,3
2.26796,29.95,0,16846.0,2,0,1,2181.69,13
43.544832,55.0,1,13973.0,1,0,1,246.35,1
0.0,1.75,0,78002.0,1,1,5,544.36,0
3.628736,26.44,0,15281.0,1,0,1,993.44,8
0.0,2.38,0,16352.0,2,0,0,707.04,10
14.514944,29.0,1,1996314.0,1,1,2,1250.3,6
7.257472,30.0,0,19748.0,1,0,5,1199.19,9
0.0,0.99,0,195346.0,1,1,3,862.68,4
0.0,7.99,0,44272.0,1,0,1,514.07,7
7.257472,22.99,1,87604.0,1,0,0,781.78,1
14.514944,8.58,1,414923.0,1,1,3,625.35,0
2.721552,8.39,0,13577.0,1,0,1,996.96,0
1.360776,11.0,0,315089.0,1,1,3,1460.76,5
3.628736,72.0,0,3453595.0,1,1,3,397.28,2
14.514944,17.99,1,27725.0,1,0,2,689.99,0
0.0,9.99,2,540852.0,1,1,3,865.55,13
2.721552,14.0,0,39653.0,1,0,3,1268.08,1
0.907184,5.99,0,4180.0,2,0,2,1266.71,4
1.360776,45.0,0,282362.0,2,0,2,1755.7,2
1.360776,36.95,0,136.0,1,0,1,1662.31,4
2.26796,5.51,0,1831.0,1,0,1,925.44,7
0.0,9.22,3,80.0,1,0,1,1096.76,18
1.814368,10.0,0,90213.0,1,1,1,1437.2,0
21.772416,15.0,1,794206.0,1,1,2,1517.18,0
0.0,59.99,7,288523.0,1,0,2,1966.25,0
2.26796,13.99,0,35447.0,1,0,1,65.25,20
0.0,27.99,0,19744.0,1,0,1,428.57,9
29.029888,21.99,1,23701.0,1,0,0,427.96,3
21.772416,6.5,3,93487.0,1,1,1,1723.75,14
43.544832,55.66,1,282513.0,1,1,3,556.88,22
21.772416,24.95,1,1165857.0,1,1,1,983.91,17
2.721552,8.0,0,191103.0,1,0,2,698.99,0
21.772416,200.0,1,415042.0,1,1,3,437.4,1
3.628736,8.0,0,2076590.0,1,1,3,2223.74,0
3.628736,9.75,0,1696969.0,1,1,2,397.25,0
3.628736,13.0,0,50444.0,1,0,1,538.71,8
3.628736,0.99,0,163726.0,1,1,2,162.84,3
0.0,18.95,0,87220.0,1,0,2,1965.0,4
14.514944,49.99,2,441529.0,1,1,1,503.48,0
1.360776,7.0,0,521684.0,1,1,3,1177.72,2
14.514944,15.99,5,94593.0,1,1,1,798.97,0
1.360776,9.99,0,71883.0,1,0,1,1770.43,3
3.175144,3.25,0,730628.0,1,1,3,1735.97,4
7.257472,18.99,0,158264.0,1,1,4,1674.4,0
50.802304,172.5,1,1884506.0,1,1,3,536.06,3
1.360776,15.99,1,18673.0,1,0,1,914.01,6
5.896696,6.99,0,73095.0,1,0,1,210.18,9
0.0,99.99,0,455589.0,1,0,3,840.26,0
72.57472,50.0,2,698501.0,1,1,2,569.18,1
4.53592,69.0,0,243053.0,1,0,1,465.63,0
1.814368,10.71,0,205.0,1,0,2,910.05,7
7.257472,10.0,2,46789.0,1,0,1,72.52,18
0.0,9.5,0,1632.0,1,0,1,1404.56,8
14.514944,8.97,1,168593.0,1,1,1,1780.45,20
0.0,125.0,1,431852.0,1,0,2,1515.04,0
2.721552,2.25,0,83839.0,1,0,1,361.1,2
14.514944,11.0,5,57929.0,1,1,1,240.35,0
3.628736,12.43,0,784180.0,1,1,1,701.78,0
14.514944,39.17,1,25708.0,1,0,0,183.79,0
1.360776,36.0,0,554866.0,1,0,3,604.62,2
3.628736,5.99,0,180775.0,1,1,1,70.44,3
0.0,14.0,2,97594.0,1,0,1,1043.84,26
4.082328,8.99,0,768.0,1,0,1,1224.13,4
1.360776,3.99,0,31755.0,1,1,1,590.68,3
0.0,38.0,8,198971.0,1,1,1,1773.88,19
3.628736,1.99,0,399869.0,1,1,2,1983.93,0
21.772416,36.0,5,18498.0,1,0,2,579.82,13
2.26796,5.3,3,476584.0,1,1,3,1527.93,18
14.514944,25.0,1,52796.0,1,1,1,517.49,0
4.082328,100.0,0,1634326.0,1,1,3,1474.57,11
14.514944,10.5,1,323146.0,1,1,3,1444.33,0
0.0,2.26,0,32998.0,1,0,1,405.03,3
1.360776,10.5,0,247544.0,1,0,2,701.83,8
0.0,199.95,2,2602.0,1,1,1,1525.61,1
6.80388,29.99,0,424663.0,1,1,1,409.32,6
6.80388,17.99,1,335507.0,1,1,2,1690.62,17
0.0,8.99,0,4196.0,1,0,5,350.5,9
5.443104,9.5,0,75155.0,1,0,1,2201.07,3
14.514944,28.0,1,3944504.0,1,1,3,1473.57,0
21.318824,15.49,1,451159.0,1,1,2,360.1,4
3.628736,26.85,0,153267.0,1,1,2,2255.96,17
0.0,7.51,0,166652.0,1,1,3,364.6,7
0.0,3.56,0,21626.0,1,0,1,1358.74,1
7.711064,11.99,1,84494.0,1,0,0,627.03,22
14.514944,5.5,2,2502964.0,1,1,2,829.19,4
21.772416,255.0,1,1546396.0,1,1,3,291.96,0
0.0,18.0,0,129605.0,1,0,1,2200.34,0
14.514944,17.99,4,187061.0,1,1,2,2154.17,7
3.175144,8.05,0,2545962.0,1,1,2,727.91,0
21.772416,19.0,1,218981.0,1,1,3,366.93,0
7.257472,4.97,0,80750.0,1,1,3,829.18,9
145.14944,70.0,1,7040.0,1,0,1,2035.66,13
21.772416,81.0,1,2215501.0,1,1,3,2512.01,23
14.514944,110.0,1,558569.0,1,1,2,692.53,0
0.0,3.5,0,538553.0,2,0,2,569.81,19
14.514944,22.0,1,29906.0,1,0,1,1580.58,0
36.28736,300.0,9,894607.0,1,1,3,461.13,15
2.26796,14.0,0,2117960.0,1,1,2,2364.75,1
0.453592,15.5,0,728.0,1,0,1,560.0,7
3.628736,15.5,0,205596.0,1,1,2,1764.17,20
3.628736,9.99,0,279419.0,1,1,2,616.15,0
0.0,56.0,0,131543.0,1,0,1,2349.0,8
0.0,103.0,4,1802259.0,1,1,2,398.12,6
14.514944,14.0,1,246200.0,1,1,3,278.95,4
1.360776,4.28,0,29529.0,1,0,0,416.41,0
14.514944,25.0,1,2047146.0,1,1,3,8.85,0
21.772416,335.0,1,1383842.0,1,1,1,1204.44,21
0.0,2.0,3,49425.0,1,1,2,820.83,14
3.628736,55.0,0,15248.0,1,0,1,942.36,13
2.721552,14.99,0,143.0,1,0,1,1702.62,0
36.28736,69.95,4,512876.0,1,1,2,814.47,9
0.0,9.99,0,69204.0,1,0,1,1814.43,0
6.350288,17.5,0,71976.0,1,0,2,664.29,0
14.514944,8.99,0,381546.0,1,1,2,546.49,0
7.257472,9.49,1,188479.0,1,0,1,601.28,22
3.628736,10.5,0,880163.0,1,1,3,2339.44,15
4.53592,12.0,0,125377.0,1,0,1,221.59,1
21.772416,180.0,1,691525.0,1,1,3,125.48,0
4.989512,4.99,0,412080.0,1,1,2,184.47,0
3.628736,17.09,0,184.0,1,0,1,1321.87,0
3.628736,18.04,0,184.0,1,0,1,1714.16,0
1.814368,10.99,0,234945.0,1,1,1,2366.27,3
3.628736,9.99,0,83701.0,1,0,1,2116.47,3
21.772416,17.59,2,77488.0,1,0,1,305.78,6
4.082328,39.99,5,168156.0,1,1,3,386.08,0
0.0,250.0,1,175538.0,1,0,2,419.84,26
0.0,28.0,4,1292004.0,1,1,2,610.52,3
14.514944,64.99,1,5359.0,1,0,2,342.18,0
14.514944,15.06,5,674165.0,1,1,2,1741.5,0
14.514944,50.0,7,107132.0,1,0,1,436.04,0
21.772416,3.25,1,2993792.0,1,1,3,966.99,4
14.514944,6.99,6,89305.0,1,1,2,103.03,0
1.360776,5.0,0,580929.0,1,1,3,595.84,8
6.80388,9.99,0,138664.0,1,0,2,961.2,0
3.628736,19.0,0,1013932.0,1,1,1,2053.02,0
0.0,8.99,0,100570.0,1,1,1,366.31,0
3.628736,36.59,0,50244.0,1,0,2,1625.98,0
4.989512,4.5,0,40549.0,1,0,2,1558.71,26
29.029888,132.5,1,135608.0,1,0,1,1401.04,0
0.0,84.99,1,333609.0,1,0,1,2521.58,0
14.514944,49.95,1,77488.0,1,0,1,1945.16,13
14.514944,11.99,1,33834.0,1,0,1,710.36,13
1.360776,130.0,0,1050462.0,1,1,2,1288.85,8
23.133192,12.5,0,52554.0,1,0,1,2143.12,6
0.0,3.29,0,18529.0,1,0,1,1398.41,4
10.886208,8.0,3,84574.0,1,0,1,1516.95,18
5.443104,19.97,0,13911.0,1,0,1,1975.23,0
7.257472,10.5,0,3115606.0,1,1,3,1655.24,2
2.721552,23.0,0,4651.0,1,0,0,1594.35,4
0.0,9.99,3,625194.0,1,0,2,1715.27,20
0.0,12.95,3,94412.0,1,0,1,994.62,18
1.360776,0.99,0,270510.0,1,1,2,808.0,7
2.26796,15.0,0,502324.0,1,1,1,878.35,0
29.029888,10.0,1,900280.0,1,1,2,1884.0,3
1.360776,99.99,0,486030.0,1,1,2,1563.71,19
21.772416,109.0,2,543565.0,1,0,3,2273.44,11
1.814368,28.49,0,38161.0,1,0,1,1202.38,2
7.257472,27.0,0,44120.0,1,0,1,2300.24,1
0.0,3.99,0,2636.0,1,0,1,440.0,2
6.350288,39.99,1,190575.0,1,1,3,1183.59,8
0.0,0.99,0,3415.0,1,0,1,2178.69,8
0.0,15.95,0,112367.0,1,0,2,242.94,0
21.772416,7.0,7,22196.0,1,0,2,746.61,0
0.0,4.97,4,8764.0,1,0,3,2301.08,8
0.0,1.99,0,192231.0,1,1,3,685.12,7
0.0,40.0,1,286621.0,1,0,4,482.99,24
0.0,59.99,1,55887.0,1,0,1,29.82,0
3.628736,6.0,0,1560162.0,1,1,2,865.01,0
6.80388,5.0,2,310954.0,1,1,2,259.97,0
0.0,6.99,0,1942.0,1,0,1,687.28,8
8.164656,400.0,1,1861800.0,1,1,3,741.56,5
5.896696,9.89,0,40204.0,1,0,1,1273.06,6
5.443104,50.0,1,410363.0,1,1,1,1670.94,8
87.089664,129.95,2,1968944.0,1,1,2,1090.71,1
14.514944,161.25,1,624779.0,1,1,2,499.05,0
1.360776,7.0,0,6106.0,1,0,1,296.88,7
0.0,1.2,0,82418.0,1,0,2,1415.5,7
0.0,16.99,0,86484.0,1,0,1,1405.81,8
0.0,115.0,1,265501.0,1,0,1,419.76,3
21.772416,4.99,5,188133.0,1,1,1,610.73,0
6.350288,1.99,6,66624.0,1,1,1,1244.5,0
123.377024,60.0,1,896058.0,1,1,0,425.96,11
5.443104,5.0,3,284080.0,1,1,1,1435.36,15
21.772416,27.0,1,853208.0,1,1,1,311.03,0
290.29888,250.0,2,241087.0,1,0,2,700.05,1
1.814368,7.95,0,3861.0,1,0,1,834.15,2
7.257472,19.99,0,242749.0,1,1,2,1103.17,6
0.0,17.41,0,24757.0,1,0,1,1264.44,12
14.514944,50.0,1,581457.0,1,1,3,3.61,9
14.514944,4.99,1,57485.0,1,0,1,1448.41,0
0.0,59.89,1,232187.0,1,0,2,39.41,4
29.029888,25.99,1,225919.0,1,1,2,36.95,7
3.628736,34.99,0,499950.0,1,0,3,1247.73,0
0.0,17.0,0,33074.0,1,0,1,944.8,19
14.514944,8.99,2,91864.0,1,0,1,1208.2,0
14.514944,18.99,1,579615.0,1,1,1,557.76,10
2.26796,6.95,0,152926.0,1,0,3,2038.5,20
1.360776,61.0,0,604934.0,1,1,3,1005.39,7
2.26796,26.0,0,286195.0,1,1,2,2059.61,6
0.0,4.0,0,862953.0,1,1,1,2194.9,0
1.360776,255.0,1,1393840.0,1,1,1,152.63,4
0.0,13.01,0,12217.0,1,0,1,611.55,0
4.53592,16.5,1,21746.0,1,0,10,2204.41,10
21.772416,44.0,1,2006246.0,1,1,3,21.59,3
6.350288,4.0,0,147941.0,1,1,3,538.8,17
0.0,2.8,0,82418.0,1,0,2,1690.31,7
2.26796,16.99,0,16368.0,1,0,3,2311.41,0
1.814368,16.99,0,14291.0,2,0,3,874.07,2
1.814368,16.99,0,14291.0,1,0,3,158.72,2
21.772416,10.0,1,48427.0,1,0,1,2448.96,3
6.350288,24.99,0,227242.0,1,1,2,779.62,6
14.514944,10.0,8,8963.0,1,0,1,1569.85,1
97.975872,34.64,0,676883.0,1,1,1,866.14,26
0.0,5.1,1,147730.0,1,0,2,2409.74,0
3.628736,8.0,0,56642.0,1,0,1,2101.56,2
6.350288,8.99,0,175360.0,1,1,3,2072.12,13
0.0,19.99,1,628729.0,1,1,1,1720.36,2
4.082328,3.43,0,12616.0,1,0,1,1191.09,4
7.257472,5.0,3,115013.0,1,1,1,644.69,14
2.721552,3.15,0,32447.0,1,0,1,841.4,4
0.0,11.95,0,12259.0,1,0,1,484.22,18
0.0,135.0,1,227.0,1,0,1,436.59,6
5.443104,24.98,0,95175.0,1,0,2,1749.16,20
0.0,27.0,0,92816.0,1,0,1,59.27,3
3.175144,65.0,0,525898.0,1,1,3,497.56,3
0.0,11.59,0,57991.0,1,0,2,1100.1,19
0.0,34.0,1,31707.0,1,0,2,491.4,6
0.907184,15.0,0,136.0,1,0,1,661.43,4
21.772416,75.0,1,1118938.0,1,1,3,137.84,0
0.0,1.95,0,692814.0,1,1,1,1054.25,9
14.514944,12.0,1,2005665.0,1,1,3,2368.15,0
14.514944,0.99,3,199301.0,1,1,2,424.01,14
21.772416,14.99,1,367975.0,1,1,1,66.08,0
4.989512,33.99,0,132962.0,1,0,1,188.46,0
2.721552,0.99,0,667847.0,1,1,3,432.63,0
0.0,2.99,3,197654.0,1,1,3,1448.4,16
12.700576,11.95,1,98162.0,1,0,1,1365.79,9
3.628736,2.0,0,3444429.0,1,1,3,1496.65,2
0.0,7.5,0,43855.0,1,0,1,1870.97,3
21.772416,29.99,5,25416.0,1,0,1,1976.63,0
0.0,10.0,0,531207.0,1,1,1,774.88,0
14.061352,8.5,1,73554.0,1,1,3,1113.9,0
0.907184,6.0,0,26766.0,1,0,1,425.62,3
7.257472,19.0,0,1220513.0,1,1,2,1527.55,11
0.0,51.99,1,119428.0,1,0,2,348.36,7
0.453592,1.25,0,3245561.0,1,1,2,266.33,2
0.0,5.99,0,179154.0,1,1,1,891.67,7
0.0,2.99,1,122131.0,1,1,2,2071.48,0
16.329312,265.0,1,1640448.0,1,1,3,2507.84,21
14.514944,31.99,6,370387.0,1,1,2,28.95,0
0.0,8.49,6,14153.0,1,0,1,797.26,0
6.80388,19.99,0,109328.0,1,0,1,524.91,0
3.628736,25.0,0,1224387.0,1,1,1,23.91,12
14.514944,18.0,5,56886.0,1,0,1,1704.05,0
0.0,3.99,0,15911.0,1,0,1,4.78,7
0.0,3.99,0,15911.0,1,0,1,1380.17,7
0.0,4.49,0,15911.0,1,0,1,1620.74,7
21.772416,59.95,1,17990.0,1,0,2,467.01,3
1.360776,9.99,0,62767.0,1,0,2,2161.68,2
0.0,7.0,3,106235.0,1,1,2,1981.17,18
0.0,2.0,3,904605.0,1,1,2,281.61,18
4.53592,60.0,8,2248759.0,1,1,3,1492.03,11
21.772416,120.0,1,281604.0,1,1,2,277.52,4
7.257472,8.75,0,66166.0,1,1,5,1824.1,3
1.360776,11.5,0,952064.0,1,1,3,627.9,4
43.544832,95.0,1,429347.0,1,1,2,423.63,4
7.257472,39.99,0,94185.0,1,0,2,1002.62,0
1.814368,0.99,0,63237.0,1,1,2,395.11,7
14.514944,8.99,1,657467.0,1,1,3,891.54,4
0.0,2.75,0,57908.0,1,0,1,613.33,4
21.772416,50.0,1,630749.0,1,1,3,270.82,3
2.721552,1.99,0,767701.0,1,1,2,1979.28,0
0.0,9.98,1,84888.0,1,0,2,121.89,0
7.257472,11.99,0,171554.0,1,1,1,923.45,0
5.896696,49.99,1,119279.0,2,0,1,1771.85,1
7.257472,19.99,5,800216.0,1,1,1,1910.02,0
43.544832,22.0,1,27055.0,1,0,3,427.98,9
2.26796,26.0,0,745248.0,1,1,3,689.58,17
3.628736,7.49,1,44740.0,1,0,1,27.23,9
7.257472,56.0,0,250900.0,1,0,1,1021.69,26
21.772416,7.99,1,778630.0,1,1,3,150.82,3
1.360776,17.95,0,136.0,1,0,1,46.24,4
1.360776,8.0,0,697024.0,1,0,2,298.72,6
0.453592,3.99,0,350232.0,1,1,1,1247.01,26
29.029888,59.99,2,417316.0,1,0,3,389.22,10
0.0,1.69,0,41690.0,1,1,3,370.5,7
0.0,29.4,0,803.0,1,0,1,2532.98,0
0.0,109.99,7,101113.0,1,0,2,1312.85,10
7.257472,35.0,1,1494484.0,1,1,2,708.84,0
1.360776,12.0,0,1005219.0,1,1,3,484.49,7
5.443104,10.2,0,634956.0,1,1,2,611.1,4
4.53592,2.99,0,74336.0,1,0,1,988.15,3
0.453592,12.0,0,1201092.0,1,1,3,582.79,2
0.907184,3.5,0,84726.0,1,1,1,522.79,3
5.443104,2.95,0,201876.0,1,1,3,924.08,0
14.514944,175.0,2,221802.0,1,0,3,378.34,21
14.514944,16.0,1,5119007.0,1,1,3,2312.09,3
9.07184,5.5,1,133099.0,1,1,1,512.91,3
2.721552,20.0,0,35190.0,1,0,1,156.55,4
14.514944,112.1,1,9418.0,1,0,1,1020.25,0
0.0,25.0,2,915463.0,1,1,2,1104.18,0
4.53592,25.0,0,161072.0,1,1,3,743.1,0
0.0,10.5,0,169263.0,1,1,3,1561.43,7
1.360776,13.88,0,5357.0,1,0,1,298.32,13
0.0,1.04,0,305814.0,1,1,3,253.35,7
2.721552,18.0,0,593652.0,1,1,3,738.3,0
36.28736,9.99,10,30074.0,1,0,4,1512.38,3
2.721552,5.5,0,24426.0,1,0,1,696.89,0
3.628736,9.27,1,15123.0,1,0,1,1159.69,1
0.0,16.0,0,28718.0,1,0,1,2517.2,0
14.514944,20.0,1,83772.0,1,0,1,1969.28,12
5.896696,5.5,0,465807.0,1,1,2,1965.14,20
14.514944,20.0,1,484035.0,1,0,2,2131.89,0
4.989512,10.95,0,803.0,1,0,1,1266.83,0
0.0,48.95,1,424012.0,1,0,3,2436.95,4
14.514944,72.15,1,7724.0,1,0,2,447.73,11
0.0,7.99,3,108780.0,1,1,3,1027.73,18
37.194544,40.0,6,102718.0,1,0,1,488.31,3
0.0,7.95,3,267200.0,1,1,5,136.17,14
3.628736,9.99,0,272248.0,1,1,2,895.68,3
2.26796,23.84,6,7106.0,1,0,1,919.87,14
0.907184,2.75,0,217405.0,1,1,3,90.55,30
0.0,10.0,0,26030.0,1,0,1,2137.06,20
3.628736,17.99,0,327442.0,1,1,2,1005.8,0
0.0,20.0,0,2386549.0,1,1,1,597.13,11
14.514944,10.39,2,63873.0,1,0,1,168.29,0
0.0,16.99,2,63882.0,1,0,5,2088.22,4
5.896696,12.99,0,131264.0,1,0,1,624.82,0
14.514944,50.0,2,65806.0,1,0,2,30.33,0
7.257472,5.99,2,634327.0,1,1,2,1800.8,8
4.082328,8.92,0,1564.0,1,0,1,778.17,0
0.0,3.2,0,119776.0,1,0,1,1001.14,4
58.059776,35.0,1,561871.0,1,1,1,313.45,27
2.26796,2.5,0,135391.0,1,1,1,1191.73,0
1.360776,24.99,0,203703.0,1,1,3,548.87,0
7.257472,110.0,0,307377.0,1,0,2,941.12,8
5.896696,2.95,0,73847.0,1,0,1,1829.91,10
7.257472,5.99,0,89305.0,1,1,2,1007.12,0
0.0,30.0,1,549682.0,1,1,2,2629.57,4
21.772416,45.0,1,61529.0,1,0,2,1132.4,12
29.029888,19.99,4,71172.0,1,0,1,957.82,10
5.443104,15.0,0,93155.0,1,0,1,830.78,0
0.0,6.95,0,288309.0,1,1,1,2315.81,11
1.360776,13.95,0,136.0,1,0,1,663.67,4
0.0,54.5,0,146620.0,1,0,1,409.54,8
14.514944,9.99,3,164156.0,1,0,3,783.05,14
0.0,19.99,0,106387.0,1,1,2,1028.72,0
3.628736,20.0,0,943377.0,1,1,2,2158.6,0
14.514944,64.0,1,2276635.0,1,1,2,387.38,6
3.175144,4.99,0,104111.0,1,1,1,468.5,3
14.061352,10.45,3,157285.0,1,0,1,1357.98,18
7.257472,29.99,0,186298.0,1,1,2,664.9,0
29.029888,18.0,1,165818.0,1,1,2,432.98,0
6.350288,13.99,1,148866.0,1,1,1,824.37,0
1.814368,5.0,0,194214.0,1,1,1,269.74,0
7.257472,2.5,3,13853.0,1,0,5,86.24,25
0.0,10.0,5,645695.0,1,0,1,220.09,1
0.907184,5.0,0,26355.0,1,0,3,439.63,13
21.772416,899.0,1,64802.0,1,0,1,1032.42,0
14.514944,10.0,3,148049.0,1,0,2,952.66,24
2.26796,3.95,0,790.0,1,0,1,439.26,0
21.772416,15.0,2,204957.0,1,0,1,349.57,6
3.628736,78.0,0,3499824.0,1,1,3,476.69,5
0.0,9.95,0,103935.0,1,1,2,681.36,0
14.514944,9.99,5,216347.0,1,1,3,1637.2,0
65.317248,14.25,1,175360.0,1,0,3,2366.07,12
7.257472,5.99,3,59251.0,1,1,3,2383.47,18
7.257472,7.99,1,164207.0,1,0,1,2455.1,24
0.0,6.25,0,104972.0,1,0,1,2222.91,13
14.514944,19.99,3,511123.0,1,0,1,763.35,14
0.0,384.99,1,372680.0,2,0,2,2102.77,23
2.26796,70.0,2,75126.0,1,0,3,1076.61,15
0.907184,45.0,0,2515768.0,1,1,3,2017.55,2
14.514944,86.6,1,25708.0,1,0,0,345.31,0
1.360776,3.0,0,755439.0,1,0,1,1773.07,19
0.0,500.0,1,1255459.0,1,1,3,1287.25,7
0.0,3.0,3,37181.0,1,1,1,930.63,14
0.0,34.95,2,271570.0,1,1,1,577.43,24
0.0,9.49,6,54814.0,1,0,1,619.21,0
0.907184,2.25,0,53804.0,1,1,2,2369.01,0
45.812792,8.5,2,243744.0,1,1,2,891.13,22
2.721552,10.0,0,404897.0,1,1,2,48.44,18
7.257472,30.0,3,125863.0,1,0,2,657.91,18
14.514944,8.0,1,249354.0,1,1,2,458.97,0
0.0,16.95,0,146045.0,1,1,1,1113.56,6
0.0,9.99,0,77611.0,2,0,3,10.86,10
4.989512,15.0,0,193771.0,1,0,1,138.61,0
14.514944,29.99,1,4706043.0,1,1,3,999.75,0
2.26796,41.0,0,6885162.0,1,1,3,2148.16,6
14.514944,20.0,2,1627611.0,1,1,2,752.77,3
29.029888,149.99,1,576634.0,1,1,2,874.45,0
0.0,25.0,2,811266.0,1,1,3,482.91,4
4.082328,12.77,0,107733.0,1,1,2,983.62,0
0.0,5.95,0,26048.0,1,0,1,1012.27,0
3.175144,11.89,0,56539.0,1,0,1,1001.9,0
0.0,610.0,0,49743.0,1,0,1,181.98,7
1.814368,11.0,0,18644.0,1,0,3,381.45,0
14.514944,24.99,1,222095.0,1,1,3,595.71,6
0.0,37.0,0,101097.0,1,0,1,2552.29,0
4.082328,13.25,0,2802872.0,1,1,3,816.23,27
4.082328,10.0,0,167055.0,1,1,2,1703.68,3
0.0,34.0,0,47522.0,1,0,2,425.62,4
0.907184,5.0,0,84726.0,2,1,1,1039.2,9
3.628736,22.99,0,2464.0,1,0,1,1353.83,0
7.257472,116.7,1,1233432.0,1,1,3,1358.62,4
72.57472,130.0,1,1813856.0,1,1,3,230.6,11
6.80388,18.0,0,90962.0,1,0,2,1801.97,15
10.886208,16.99,1,28482.0,1,0,1,734.8,0
4.53592,45.0,0,8757.0,1,1,1,1053.47,13
58.059776,195.0,2,124755.0,1,0,1,622.28,26
